stars,comment
"5.0 out of 5 stars","This is a great grinder for your small batch coffee or for taking with you on the road. To set the grind, you have to start at ''0'' then work back to get it to the grind texture you want. I just set it in the middle, ground a little bit and checked then adjusted from there. Pretty simple. I would definitely recommend this. It's about the size of a home version of a pepper mill. Handle comes off at the top and is easily broken down for storage."
"5.0 out of 5 stars","The Javapresse coffee grinder is thoughtfully designed and manufactured in stainless steel and a plastic I could'nt identify (maybe more than one).  Unlike the motorized grinders, I expect a lifetime of service out of this grinder.  It was easy to get started with, and fits with our life-style very well - we generally aren't hurried and can enjoy the benefit of coffee ground on the spot, by hand, and brewed straightaway: exceptional flavor and aroma.  I would only caution that users might want to have a few grinds stored in a freezer for rushed mornings; also, musicians and others who risk repetitive motion injuries may want to be careful how they handle the Javapresse Manual as it could put your wrist in a disadvantageous orientation.  Don't get me wrong, I am glad to have it, it has been nothing but pleasure, I simply had to think about how to grip the body while grinding."
"5.0 out of 5 stars","Verified Purchase.  I purchased the Java Press Maual Burr Grinder 6/16.  I wanted to replace my Krups electric blade gender and get a coarse grind for a French Press and Percolator.  I use several brands of Organic beans, from Costco, on-line sites and local roastersThe Java Press produces a nice coarse grind for my tastes and is simple to operate and easy to clean.  I clean every 2-3 weeks and  recommend using a bowl of warm soapy water to soak the parts, then rinse and dry on a paper towel.  Make certain you have both the black plastic and metal washers to bookend the spring and be careful around the sink.I have taken the grinder and my French Press trailer camping along with a good supply of bean.  Grind, brewand drink, no problem.  Also I take the the Java Press in my carry-on when flying - Not necessary to forego a great cup of coffee when you travel.Bedst part:  The company website is extremely helpful and Irene and Raj are available for email questions  They deeply care that we are satisfied customers and will go the distance to provide excellent servic.  When the black plastic insert in the reovable burr got cracked, I eamiled Irene at Java Press, a photo of the issue.  She was on it immediately and sent a replacement grinder with the newest burr that contains a nylon center suppot, an upgrade over plastic.  Her support was off the chart.The Java Press is a 5 star winner for a manual burr grinder and the customer service gets 10 Stars**  Java  Press is one of the best values at Amazon and will produce the grind you need to fine-tune a great cup of Joe.  I grind every morning and in a few minutes have fresh gound beanssteeping away.  Quality product + excellent support.  Go with it."
"4.0 out of 5 stars","I really love this coffee grinder. It feels solid, it's just the right size, and there's enough adjustment to get just the right grind. It looks amazing and I think it will last me a very long time. I'm glad I purchased this instead of a more expensive electric grinder; I was debating for quite some time prior to purchasing.The only thing I dislike about this grinder is that it constantly wants to fall apart at the middle where the two halves come together. You have to be sure to hold them both together while cranking the handle on top while grinding or the bottom half drops off and you lose all your freshly ground coffee. Seems like it should have been machined a little closer in tolerance so they held together more securely? Unsure if this is with all of them or if mine is defective."
"5.0 out of 5 stars","I've used the JavaPresse coffee grinder for a few weeks now.  I like the feel of it  when grinding coffee.  I use the AeroPress and like a more coarse grind so the adjustments make it great for that. I've found that filling the top portion full of coffee beans is the perfect amount to brew a single cup of coffee. Should have purchased this grinder a long time ago."
"3.0 out of 5 stars","The burr is able to pivot, creating a side that produces larger grind than the other. It also unscrews in the same direction as the crank. This results in the adjustable grind size to become larger as you rotate. This results in a final product that has a mixture of the fine grind one may be hoping for and large chunks. If you are getting this to make your ground coffee more evenly sized (something the motorized grinder has a hard time achieving) you may want to keep looking."
"4.0 out of 5 stars","The grinder arrived on time and as described.  I have used it only once, but so far, so good. It ground beans on course setting for French Press and they came out very good. I have not tried any other grind settings. The instructions give the recommended settings for multiple grind options. The setting knob for finest/courseness does not appear to have as many clicks to left/right as suggested { course setting 13-18 clicks ), more like 10-11 max. This does not hinder the performance on the grinder, however.  The handle just slips over the shaft on top, no screw down, This easy takedown is nice for storage as the crank arm is not sticking out.  You will be cranking for awhile, but the results speak for themselves and I recommend it.  4 stars, because time has not been a measurable factor yet and there is always something better to be discovered. Enjoy."
"5.0 out of 5 stars","I bought this grinder in the event of power outages, and secondarily for camping. It seems sturdy enough, and ground up a test batch of beans very nicely. The coarseness is easily adjustable, and can grind down to Turkish coffee fineness. As the seller's images show, it is slim, about the diameter of a paper towel core, so is easy for a small adult hand to grip. The handle slips on and off easily - it's not fastened - so it can be stored compactly.My only quibble is with the free coffee offer. Sure, it's not unreasonable for them to ask me to pay shipping, but I wanted to know how much that would be before committing to pay it. I didn't give them my card number, and aborted the process. I'd knock off a star for this, except the product is very nice."
"2.0 out of 5 stars","I like my coffee grinds on the finer side for uses with espresso and pour over coffee, and this grinder is just impractical for those applications. A fine grind takes way too long with a hand crank to yield 25 grams. I found myself cranking for more than 15 minutes just for a cup of coffee. I eventually just used a power drill instead of the hand crank to get the coffee a bit faster. For when I don't want to spend that time, I turn the setting to a coarser grind to make french press coffee.Pros:-portable-no power required-fairly consistent-inexpensiveCons:-no great clear frame of reference (like a number or guide) to tell you where the grind setting is (except by the number of threads on the screw cap)-inconvenient-material feels fragileIf you have the money to spend on an electric burr grinder, I'd suggest that."
"5.0 out of 5 stars","This manual grinder works great for grinding small amounts of coffee beans for 2 to 4 servings, depending on the chosen strength. It takes about 2 to 3 minutes to grind up a full container of beans at a weight of about 1 ounce.  The grain size is easily adjustable and once set you can leave it at that setting.  Would not recommend purchasing this manual grinder if one wants to grind a whole bag of beans, would be best to have it done at the store or purchase a suitable electric grinder. If one wants the freshest coffee which is what I wanted I grind about 1 oz of dark roast beans and mix with store bought ground coffee for added taste boost."
"1.0 out of 5 stars","If you come across this review, i will give you a tip here. You can get it for free by ordering a bag of coffee from the website. And the bag of coffee costs less than the price of the grinder you might pay for here. Also that free bag of coffee that this claim to give, you have to subscribe to a recurring subscription of coffee beans in order to get the first bag for free. The first free bag only ships out when the first payment for the subscription is charged.My main issue with this grinder is that, it is very hard to know what grind size you are currently on. You would first have to turn the knob all the way to the right, then turn left and count the number of clicks. I definitely did not expect this. I change the style of my coffee often, so each time i grind, i have to reset the grind size and adjust to the required number of clicks. I think this will cause unnecessary wear and tear each time you adjust the grind size. Why does this have so many reviews???"
"4.0 out of 5 stars","First impressions; this is a great coffee bean mill. Only downsides I can see so far is the capacity is rather small. 2 scoops fits fine but if making a lot of coffee it's going to take a few batches. Another thing that concerns me is the plastic mill inside. They did a nice job with all the stainless steel parts of this but skipped on the one that part that's going to be getting a beating. Why? I would've loved to see that part made of a stainless steel as well.I have this mill set up for my French press but I have to use an additional filter because the grounds are not uniform. I don't blame the mill per say but still not what I was expecting."
"4.0 out of 5 stars","You'll be most pleased with this grinder if you drink pour over or AeroPress or are using reusable K-cups for a Keurig-type machine and want to use fresh-roasted coffee.The freshness of the roast is THE most important factor in a good cup of coffee.  If your coffee is over 10 days old, you shouldn't really expect it to taste very good.  If the bag has a ''best used by'' date, I wouldn't buy it. You really want the bag to state the date the coffee was roasted. Not date shipped, not date packaged.  DATE ROASTED.  There's good reason to support your local or mail-order artisan coffee roaster, or to roast the beans yourself:  the coffee will taste SO MUCH BETTER.If you make espresso with this grinder it will be hit-and-miss, as very minor differences in granularity can have major effects on taste when making espresso. Different espresso roasts, different beans, and different degrees of freshness of roast all require very fine tweaking of the grind. Sometimes this JP grinder will be in the ''sweet spot'' for your roast and sometimes not.It takes 175-200 turns of the crank to produce a fine grind for one espresso. The burr diameter is very small, and that's what takess so many turns.  The hopper holds enough coffee beans for two updosed double espressos, or a small French Press.  It's fairly easy to refill. But if you're trying to make coffee for a foursome, or a couple of cups each for two people, a larger grinder would be better.The JavaPresse's granularity is inconsistent at its coarsest setting.I'd like to see a bigger version of the JavaPresse, one with the diameter of a SODA CAN,  and with a larger burr to match. A bearing reinforcement plate for the burr would be a good idea.  A larger model should produce a more consistent coarse grind for French Press while producing a fine grind too, and it should do so with fewer turns of the crank.If the larger model had the same fit and finish, and those enhancements, it would easily be worth twice the price."
"3.0 out of 5 stars","The grind on this conical burr is very good for my one cup French Press.  I'm not impressed with the metal housing/case - its thin metal and feels a little cheap.  With the hand crank attached, it is almost a little top heavy, but has a wide enough base to keep it from tipping over.  I wish it was a little heavier for weight balance while cranking/burring.  I use it for my one cup French Press and it churns out a great grind for the Press, but it is a little tiring grinding (forearm fatigue)  for one cup (it takes about 5 minutes).  if I was grinding for more than one cup I would use an electric grinder.  Despite the negative, this turns out a good grind for my French Press."
"5.0 out of 5 stars","So far, so good with this little grinder.  I'm using it with the Coffee Gator Pour Over Coffee Maker, 400ml/3-Cup, Standard.  Works like a charm.  However, if I were able to find a reasonably priced electric grinder that slowly and gently grinds beans, I would likely make the purchase since I can see this getting old somewhat quickly when the need for more than one cup is at hand.  That said, this is incredibly quiet, very easy to use, and it doesn't take long at all to grind when you are making just one cup. It's perfect for that function.See my review for the Gator on how to make an incredibly hot cup of coffee when you use chilled cream.If anyone has ideas on how to keep this clean, please leave a comment.  I use rather oily beans and assume over time this will cause some difficulties.01/17/2020 Never did find a good quality, conical electric grinder and still using this lovely little grinder. As it turns out, the oil in the bean helps keep the gear oiled so I'm the end, I wouldn't clean it anyway.Never had a jam. Never had a problem.Have zero complaints."
"5.0 out of 5 stars","Have wanted a burr coffee grinder, but have not wanted to pay the expensive price. Have a Chemex coffee maker as well as a French press coffee maker and have wanted fresh ground coffee for them. I love the ritual of making an aromatic and delicious cup of coffee.came across the JavaPresse coffee grinder while researching pour over coffee products, read many of the reviews and decided to order one. It's easy to use and I'm going to strengthen my grip from holding the grinder while turning the handle. I'm still experimenting with the precise grind for me, but it works well, grinds smoothly and the videos online are helpful for cleaning the JavaPresse. So far so good. I'm happy with my little JavaPresse and would recommend it."
"5.0 out of 5 stars","This is the only hand grinder for coffee that I have ever used so take what I have to say with a grain of salt.It does a perfect job of grounding up coffee and maybe it is just me but the coffee I make now just taste better. It comes with basic instructions and a site to check out some videos for use/cleaning. So easy to use somewhat easy to clean. The one drawback is that it does take a long time to actually grind the coffee. My morning routine allows me to spend 5-7 minutes grinding my morning coffee but can see how that could be problematic for some. To grind for a group of three or more would be a time consuming process unless everyone really enjoyed grinding coffee. That said I didn't want to take any stars off because given 30 seconds of thought it should be obvious to this would be the case (obviously I did not have this thought). Anyway it's a great little coffee grinder I currently find myself using. Also I got a free bag of coffee which I have yet to try"
"5.0 out of 5 stars","First, I don't review something until it is thoroughly used.  I purchased this unit in May of 2018, about 20 months ago.  I use it nearly every day.  I had a rotator cuff tear and it was affecting my sleep.  The doctor at the Mayo gave me a piece of elastic band to help with exercises.  However, using this to both grind coffee and get some exercise helped.  In the early days, I would sometimes take my battery driven electric drill and attach it to where the crank goes, because a fine grain can take around 7 or so minutes doing the hand cranking.  My Porter Cable drill with the snap in lithium battery made short work of the grinding.  It does have an adjustment to set the grind size and for some beans the fine will clog the filter, so I move it about 1/2 turn.  The best news is that I'm pain free, sleep well and have full motion of my rotator cuff.  The doc said I might have to live with the pain into the foreseeable future, but no, that's not the case.My recommendation is do your body a favor and try this.  It's also good to know the company uses part of the proceeds to support worthy causes.  Hope this helps some-"
"2.0 out of 5 stars","Two issues...1) Uneven grind - I am getting an entire spectrum of grind sizes. Without any beans in it, brand new, I could hear the burr scraping one side. I can push it away from the side and it will stop but it should not have that much movement in the first place.2) Loose base - The base and main body are not very tight. I thought they would screw together but it just pulls apart. The connection is not that tight. Am I really expected to hold both parts at the same time with one hand while grinding with the other?"
"4.0 out of 5 stars","I have never had a bean grinder. I wanted to get some Death Wish Coffee to try and I figured if I got the whole beans and some re-usable Nespresso cups that I could make my own little espresso rockets to get me through the day.Pros, it works and it appears to work just fine. It's fully manual so it's a bit of a ritual chore, but some things are worth the journey so I'm not complaining about that at all.It doesn't appear to be super-easy to clean, though I have not attempted it just yet. I've been grinding the same beans and I can tap out most of the residual, but I'm sure I'm already getting some eye-rolls about needing to clear out any lingering oils and whatnot.The drawbacks are, the new owner registration is too happy for my tastes (I literally asked to NOT get any more emails during the signup, but I see there is more online content on their website than I would have thought for a manual coffee grinder). I will need to see how to clean this thing but I'm not looking forward to returning to their website.And, it's slightly expensive now that I had a look around and see what looks like the same exact device (so they OEM it, I assume) for less and even much less. Would I get the same results sans touchy-feeling customer experience and at a lower price?It's priced so that getting another one for grinding your flax seeds or other non-coffee dry goods would be completely reasonable, so maybe I could try that out and see how it goes.As is, though, it does precisely what I hoped it would and it appears to do it well."
"5.0 out of 5 stars","I bought a Cuisinart coffee grinder from Target a few months ago.  I'll admit I'm a coffee noob so I had no idea that my purchase was going to be a bad one. I figured Cuisinart makes some quality kitchen gadgets so they couldn't fail at something as simple as a coffee grinder right? Wrong! As this is not a review of the Cuisinart, I will tell you that his little hand grinder, although VERY slow, blew the more expensive electric contraption out of the water! The grind was more consistent and had no powder residue like its electric counterpart. My cups of Joe taste more consistent every morning and without all the funky sediment that the other machine left behind. The ONLY drawback thus far after a week of use is, I have to make coffee for both my wife and me and we drink A LOT! 5 cups between the both of us. Using a coffee formula on the internet, I found that I have to grind two and a half mills (around 66 grams) of coffee for our French press every single morning. This act roughly equates to an extra 20 mins just in coffee prep for me. Is it worth it? Hell yeah, it is! Now my little almost brand new Cuisinart sits on the counter unused, so if anyone wants to buy a cheap coffee grinder, hit me up! Seriously, buy this thing, it will change the way you make coffee."
"3.0 out of 5 stars","Takes much longer to grind than I expected, but does it well. Experimented with online recipes before I was going to take this camping, but ended up not taking this or the Aeropress on the trip. After seeing how long it was taking, I pulled an Alton Brown and ditched the included handle for my cordless drill! To get 15g of finely ground coffee, it took me a little over a minute with the drill. That's for one serving from the Aeropress after several other meticulous steps, including hitting a certain water temp. It was just more than I wanted to do first thing in the morning. May be worth it to you for single serve on a hike, but if tailgate camping; you don't want to be ''that guy'' everyone else in your group is watching while you crank away and they sip drip Folgers at the camp site... or then again, maybe you do."
"1.0 out of 5 stars","It's beautiful!The craftsmanship is also great.The design, however, is terrible. There are 2 fundamental issues with the design:1. Not enough grip on the body. You're expected to use 1 hand to grip the smooth cylindrical body (which is about 1.5'' in diameter) and prevent it from spinning while grinding with the handle.2. The plastic body, which is cylindrical, is glued to the stainless steel housing. There's a short dowel on the housing and a notch on the body that fit together to keep them from separating from each other. However, the plastic is soft, so of course with only a few uses, the notch is worn, causing the body to move a little and weaken the glue. Eventually the body and housing came apart. It's inevitable. Mind you, I was careful: set at coarse first then grind the coffee again at a finer setting. This should have helped relieve the strain.Cheers,DV"
"5.0 out of 5 stars","Was not sure what to expect, so took a chance and bought.  My electric blade grinder broke, my electric mill or burr grinder is at work.  Very difficult to locate an inexpensive burr grinder locally so took to amazon because that is what we do now.  The manual idea was intriguing, picture looked nice.  Received, packaged excellent with plenty bubble wrap. No Scratch's on brushed steel. There are no threads for the top and bottom, it is a snug compression fit, slightly difficult to pull apart initially, once done no need to press together with much force.  Tried the fine grind first as that was how it shipped.  This took awhile and I was not sure it was working, so watch their video or loosen to half way between fine and course and you will be pleased. We are talking single cup brewing. No mess as with electric grinders, my number 1 reason,2 pours beautifully into single cup filter 3 no cord 4 sleek enough to leave out and I place near my salt and pepper grinders.  Highly recommended and makes for a great cup of Joe. Well done JavaPresse!"
"5.0 out of 5 stars","This product is supremely high quality, durable and versatile! I've been using it everyday! I have a keurig, nespresso, French press, and an espresso machine. I'm finding myself manually grinding my coffee every morning just so that I can make an aeropress cup of coffee! The flavor is so balanced, silky, and smooth! And even after the coffee gets cold, it still tastes good! If you prefer drinking lots of coffee, I would recommend an auto grinder for your fresh beans so that you can make multiple cups at a time. I'm really satisfied with this affordable product and I'm quite picky about my coffee. I purchase a lot from Amazon and rarely leave reviews, however, this product has truly impressed me and I like the email that was sent to me asking me how I liked my aeropress coffee maker. As a small family entrepreneur myself, I can definitely relate! Hopefully one day perhaps aeropress will let me help them sell their product internationally abroad, like Asia!I plan to take aeropress along with me to all of my travels! It's so convenient to do so in their complementary travel bag! No more bad coffee at hotels!"
